,manufactured,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,desc_mean_price,type_of_vehicle_bus/mini bus,type_of_vehicle_hatchback,type_of_vehicle_luxury sedan,type_of_vehicle_mid-sized sedan,type_of_vehicle_mpv,type_of_vehicle_others,type_of_vehicle_sports car,type_of_vehicle_stationwagon,type_of_vehicle_suv,type_of_vehicle_truck,type_of_vehicle_van,transmission_auto,transmission_manual,make_audi,make_bmw,make_honda,make_hyundai,make_kia,make_lexus,make_mazda,make_mercedes-benz,make_mini,make_mitsubishi,make_nissan,make_porsche,make_subaru,make_suzuki,make_toyota,make_volkswagen,make_volvo,make_others,reg_date_year,reg_date_mon,reg_date_day,lifespan_days,luxury_car,price
14306,2007.0,1427.0,114.0,1998.0,3.0,8900.0,25084.0,1694.0,6089.0,144000.0,16941.0,18636.0,72897.26675149248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,11.0,12.0,7331.982261640798,False,11900.0
14307,2019.0,1940.0,134.0,2493.0,1.0,16940.0,37109.0,1792.0,67687.0,15000.0,40452.0,48633.0,170969.86545073017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.0,1.0,21.0,7331.982261640798,False,183500.0
14308,2008.0,1265.0,79.0,1498.0,4.0,6780.0,13786.0,889.0,6466.0,154000.0,13793.0,13793.0,51716.36611377988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,12.0,30.0,7331.982261640798,False,17500.0
14309,2019.0,1130.0,95.0,1496.0,1.0,8980.0,47010.0,682.0,50824.0,1000.0,20453.0,5635.0,110761.3041437404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,7.0,23.0,7331.982261640798,False,101000.0
14310,2020.0,1070.0,72.0,1317.0,1.0,8270.0,32699.0,578.0,34341.0,17888.0,17146.0,7146.0,110686.57650430885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,7.0,24.0,7331.982261640798,False,84600.0
14311,2017.0,1595.0,250.0,2998.0,2.0,25190.0,49012.0,2384.0,100328.0,59000.0,67516.0,93529.0,223575.08503401364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,10.0,23.0,7331.982261640798,True,222200.0
14312,2009.0,1195.0,80.0,1598.0,4.0,8120.0,15256.0,890.0,8945.0,136344.0,17853.0,17853.0,83873.75884614195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,7.0,31.0,7331.982261640798,False,26200.0
14313,2017.0,1190.0,96.0,1496.0,1.0,10000.0,36890.0,682.0,33317.0,81000.0,21861.0,12606.0,107413.9833077875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,12.0,7331.982261640798,False,78100.0
14315,2008.0,1530.0,108.0,1998.0,3.0,6830.0,31553.0,1573.0,23021.0,73460.34847437544,25518.0,25518.0,91097.89460296529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,12.0,29.0,7331.982261640798,False,54800.0
14316,2016.0,1615.0,135.0,1998.0,1.0,17880.0,53106.0,1210.0,62701.0,31000.0,41135.0,44589.0,177884.0180614778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,27.0,7331.982261640798,False,132900.0
14317,2007.0,11560.0,133.4932556713679,15681.0,4.0,10150.0,35839.0,1329.176775668073,21474.0,73460.34847437544,78218.0,37805.01168821116,73871.26713436485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,8.0,22.0,7304.0,False,66900.0
14318,2008.0,1720.0,125.0,2362.0,6.0,12500.0,15967.0,2129.0,7918.0,217000.0,29133.0,29133.0,82307.72522522524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,2.0,17.0,7331.982261640798,False,34100.0
14319,2016.0,1480.0,84.0,1600.0,2.0,9450.0,53000.0,744.0,37783.0,66200.0,16678.0,16678.0,91944.98124204463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,7.0,29.0,7331.982261640798,False,60400.0
14320,2019.0,1287.0,93.8,1591.0,2.0,9000.0,35320.0,738.0,40657.0,23000.0,14651.0,14651.0,85430.33057071266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,1.0,17.0,7331.982261640798,False,91200.0
14321,2008.0,1920.0,120.0,2362.0,4.0,8970.0,39563.0,2129.0,30740.0,140200.0,48854.0,48854.0,107249.81521391231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,6.0,10.0,7331.982261640798,False,76700.0
14322,2017.0,1048.0,58.0,1198.0,1.0,7570.0,46778.0,508.0,31740.0,73460.34847437544,14301.0,5000.0,107897.26031758462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,8.0,19.0,7331.982261640798,False,52600.0
14324,2018.0,1430.0,101.0,1496.0,1.0,11340.0,42564.0,682.0,47119.0,32000.0,25113.0,17159.0,92791.8449709588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,9.0,10.0,7331.982261640798,False,109800.0
14325,2011.0,1267.0,95.6,1591.0,2.0,7400.0,41835.646324549234,738.0,43799.20620587753,188000.0,14512.0,14512.0,88792.73667586756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,11.0,19.0,7331.982261640798,False,40700.0
14326,2017.0,1280.0,85.0,1496.0,2.0,13810.0,41617.0,1082.0,36879.0,81000.0,27162.0,15027.0,105785.72700816118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,10.0,20.0,7331.982261640798,False,101800.0
14327,2018.0,1191.0,96.0,1496.0,1.0,9790.0,31997.0,682.0,37265.0,19000.0,19612.0,19612.0,95717.95145535783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,9.0,18.0,7331.982261640798,False,86700.0
14330,2018.0,2055.0,336.0,2999.0,2.0,33810.0,40512.0,2384.0,146246.0,5000.0,100768.0,153383.0,302380.57110064884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,10.0,4.0,7331.982261640798,False,386100.0
14331,2016.0,1940.0,200.0,2996.0,1.0,26360.0,46229.0,2382.0,125305.0,80000.0,89948.0,133907.0,223242.93497741772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,11.0,7331.982261640798,True,229700.0
14332,2015.0,1190.0,96.0,1496.0,2.0,11820.0,57199.0,682.0,24249.0,81000.0,18920.0,5000.0,135358.18708305337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,4.0,27.0,7331.982261640798,False,50500.0
14333,2013.0,1485.0,115.0,1595.0,2.0,13460.0,59889.0,740.0,50631.0,78000.0,31862.0,36607.0,139673.28928276274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,10.0,28.0,7331.982261640798,False,82000.0
14334,2017.0,1535.0,123.0,2360.0,2.0,11180.0,57414.0,1636.0,60482.0,41000.0,28740.0,32236.0,94516.31227387044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,12.0,21.0,7331.982261640798,False,95500.0
14335,2018.0,1048.0,58.0,1198.0,1.0,7670.0,20159.0,508.0,18546.0,51000.0,13438.0,5000.0,78752.19107551487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,12.0,26.0,7331.982261640798,False,64700.0
14336,2021.0,1220.0,133.4932556713679,1597.0,1.0,5660.0,28087.0,1329.176775668073,27194.0,73460.34847437544,19664.0,984.0,69307.30659653034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,4.0,30.0,7304.0,False,60300.0
14337,2016.0,1780.0,133.4932556713679,2998.0,1.0,9300.0,22317.0,1329.176775668073,10993.0,73460.34847437544,31199.0,1560.0,87318.40601576057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,7.0,29.0,7304.0,False,50400.0
14339,2019.0,1626.0,106.0,1997.0,1.0,11480.0,32889.0,1210.0,47616.0,7478.0,24391.0,26148.0,88472.5871469048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,28.0,7331.982261640798,False,121900.0
14340,2014.0,1955.0,190.0,2967.0,1.0,30630.0,70002.0,3336.0,76313.0,75800.0,70117.0,93211.0,244965.56575130747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,7.0,24.0,7331.982261640798,False,149400.0
14341,2009.0,1220.0,92.0,1595.0,2.0,7300.0,41397.0,814.0,39582.0,101000.0,23565.0,23565.0,81477.63598179098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,3.0,17.0,7331.982261640798,False,76800.0
14342,2017.0,1430.0,101.0,1496.0,1.0,12180.0,48011.0,682.0,33557.0,34000.0,26109.0,5000.0,100212.2761534995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,12.0,29.0,7331.982261640798,False,87800.0
14344,2018.0,1695.0,170.0,1998.0,1.0,13800.0,38801.0,1210.0,54388.0,58000.0,33308.0,38632.0,138752.2846105239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018.0,3.0,22.0,7331.982261640798,False,120800.0
14345,2015.0,2480.0,133.4932556713679,2998.0,1.0,9580.0,19407.0,1329.176775668073,9076.0,73460.34847437544,37009.0,1851.0,71906.19768242723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,4.0,29.0,7304.0,False,49300.0
14346,2012.0,1500.0,115.0,1597.0,2.0,7870.0,41835.646324549234,742.0,43799.20620587753,115629.0,30327.0,30327.0,128283.55813423454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,6.0,20.0,7331.982261640798,False,86700.0
14347,2010.0,1280.0,133.4932556713679,1461.0,2.0,6710.0,20261.0,1329.176775668073,19217.0,110000.0,23976.0,1199.0,62940.13888848769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,5.0,23.0,7304.0,False,35000.0
14348,2016.0,1800.0,133.4932556713679,2298.0,1.0,12040.0,37252.0,1329.176775668073,17258.0,73460.34847437544,26295.0,1315.0,107853.28448909582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,4.0,13.0,7304.0,False,61400.0
14349,2019.0,1850.0,257.0,2979.0,1.0,30530.0,40989.0,2362.0,109930.0,8500.0,69393.0,96908.0,265208.8986087215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,9.0,25.0,7331.982261640798,False,358500.0
14351,2007.0,1300.0,97.0,1794.0,5.0,8890.0,25226.0,1361.0,5957.0,180000.0,16712.0,18384.0,76428.95794787527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007.0,10.0,31.0,7331.982261640798,False,11600.0
14352,2017.0,1460.0,133.4932556713679,1560.0,1.0,6950.0,25356.0,1329.176775668073,18173.0,24000.0,21348.0,1068.0,80356.76177518626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,10.0,24.0,7304.0,False,54800.0
14353,2012.0,1790.0,125.0,2362.0,1.0,24240.0,84389.0,1638.0,31367.0,88224.0,40398.0,40398.0,191275.1739972259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012.0,9.0,26.0,7331.982261640798,False,51200.0
14354,2011.0,1455.0,110.0,1995.0,2.0,8530.0,53932.0,1329.0,52972.0,111952.0,30619.0,30619.0,127971.45122635954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,6.0,20.0,7331.982261640798,False,92200.0
14356,2015.0,1450.0,240.0,2979.0,5.0,19750.0,48002.0,2362.0,49730.0,81000.0,34414.0,40180.0,174372.34494773517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3.0,11.0,7331.982261640798,False,120800.0
14358,2018.0,1695.0,170.0,1998.0,1.0,13480.0,32552.0,1210.0,49074.0,38800.0,30806.0,35129.0,121208.3044117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018.0,12.0,12.0,7331.982261640798,False,127100.0
14359,2018.0,1780.0,133.4932556713679,2488.0,1.0,9800.0,29501.0,1329.176775668073,21313.0,58950.0,26466.0,1324.0,93747.06177634728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,11.0,14.0,7331.982261640798,False,77900.0
14360,2009.0,1313.0,80.0,1499.0,2.0,8470.0,16438.0,821.0,12340.0,120000.0,18083.0,18083.0,65780.11317415739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,5.0,27.0,7331.982261640798,False,35000.0
14362,2018.0,1203.0,81.0,1199.0,1.0,7820.0,38000.0,508.0,41482.0,51000.0,21169.0,21637.0,75160.57843137256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,4.0,24.0,7331.982261640798,False,69100.0
14363,2018.0,1515.0,121.0,1998.0,1.0,10570.0,32302.0,1210.0,37528.0,35500.0,18815.0,18815.0,110859.67378418989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,11.0,30.0,7331.982261640798,False,94600.0
14365,2017.0,1430.0,90.0,1595.0,2.0,15100.0,50991.0,740.0,48907.0,71000.0,28815.0,27341.0,144997.46820162918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,3.0,21.0,7331.982261640798,False,107600.0
14367,2015.0,1383.0,92.0,1395.0,1.0,10970.0,57301.0,624.0,36481.0,80000.0,22081.0,17914.0,80820.68143608261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2015.0,10.0,29.0,7331.982261640798,False,60300.0
14369,2010.0,1261.0,91.1,1591.0,3.0,7590.0,18238.0,812.0,15380.0,98204.0,13608.0,13608.0,48444.91387761266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,4.0,12.0,7331.982261640798,False,35200.0
14370,2015.0,1890.0,175.0,1998.0,1.0,19700.0,45009.0,1210.0,63654.0,71000.0,50003.0,62006.0,157409.645107179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,26.0,7331.982261640798,False,131800.0
14371,2016.0,1358.0,110.0,1968.0,1.0,11590.0,49802.0,1764.0,40467.0,44000.0,23406.0,14769.0,94055.19449353142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,7.0,20.0,7331.982261640798,False,83400.0
14373,2008.0,1370.0,103.0,1799.0,2.0,9170.0,19356.0,1369.0,6756.0,152057.0,18186.0,18186.0,57027.78981626697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,7.0,3.0,7331.982261640798,False,17600.0
14376,2012.0,1222.0,77.0,1197.0,5.0,7280.0,41835.646324549234,508.0,43799.20620587753,110000.0,19360.0,19360.0,73256.77689536102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012.0,10.0,10.0,7331.982261640798,False,80100.0
14378,2006.0,1760.0,133.4932556713679,2982.0,4.0,6560.0,41835.646324549234,1329.176775668073,43799.20620587753,73460.34847437544,24590.0,37805.01168821116,60602.64926791801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006.0,12.0,1.0,7304.0,False,36100.0
14379,2011.0,1735.0,175.0,2967.0,3.0,14408.95552771688,75889.0,2348.0,30050.0,139000.0,56642.0,56642.0,117763.90654460294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,11.0,30.0,7331.982261640798,False,43900.0
14380,2008.0,1770.0,125.0,2362.0,5.0,10590.0,34991.0,2129.0,24379.0,73460.34847437544,28888.0,28888.0,94376.8962745389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,8.0,12.0,7331.982261640798,False,81200.0
14381,2017.0,1480.0,84.0,1600.0,1.0,9730.0,50789.0,744.0,40358.0,73460.34847437544,15387.0,15387.0,77489.87615020551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017.0,4.0,28.0,7331.982261640798,False,69200.0
14383,2008.0,1410.0,103.0,1799.0,5.0,11110.0,25289.0,1369.0,7649.0,205000.0,19287.0,21216.0,148582.24060150376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,3.0,4.0,7331.982261640798,False,18500.0
14384,2019.0,1287.0,93.8,1591.0,1.0,8410.0,32309.0,738.0,35789.0,73460.34847437544,11910.0,11910.0,73567.45556396591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0,16.0,7331.982261640798,False,83500.0
